approved_id,KEGGID,ChEMBLID,compound_name,smiles
approved_0213,D00305,CHEMBL1905872,sodium dioctyl sulfosuccinate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
approved_0214,D00306,,dronabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
approved_0215,D00307,,doxycycline,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
approved_0216,D00308,CHEMBL1108,droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
approved_0217,D00310,CHEMBL826,enoxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
approved_0218,D00311,CHEMBL285674,estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
approved_0219,D00314,CHEMBL1201042,etidronate disodium,CC(O)(P(=O)(O)O)P(=O)(O)O
approved_0220,D00315,CHEMBL622,etodolac,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
approved_0221,D00316,,etretinate,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C
approved_0222,D00317,CHEMBL880,famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
approved_0223,D00318,,famotidine,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
approved_0224,D00319,CHEMBL1480,felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
approved_0225,D00320,CHEMBL1201159,fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
approved_0226,D00321,,finasteride,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C
approved_0227,D00322,CHEMBL106,fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
approved_0228,D00323,CHEMBL1463,flucytosine,Nc1[nH]c(=O)ncc1F
approved_0229,D00324,,flunisolide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
approved_0230,D00325,,fluocinonide,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
approved_0231,D00326,CHEMBL1201082,fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
approved_0232,D00327,,fluoxymesterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
approved_0233,D00328,,fludroxycortide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
approved_0234,D00329,CHEMBL3989724,flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
approved_0235,D00330,CHEMBL3989754,flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
approved_0236,D00331,CHEMBL35,furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
approved_0237,D00332,CHEMBL940,gabapentin,NCC1(CC(=O)O)CCCCC1
approved_0238,D00333,,ganciclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
approved_0239,D00334,CHEMBL457,gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
approved_0240,D00335,CHEMBL1073,glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
approved_0241,D00336,CHEMBL472,glibenclamide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
approved_0242,D00337,CHEMBL980,guaifenesin,COc1ccccc1OCC(O)CO
approved_0243,D00338,CHEMBL970,halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
approved_0244,D00339,CHEMBL1289,haloprogin,Clc1cc(Cl)c(OCC#CI)cc1Cl
approved_0245,D00340,CHEMBL435,hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
approved_0246,D00342,,idoxuridine,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
approved_0247,D00343,CHEMBL1024,ifosfamide,O=P1(NCCCl)OCCCN1CCCl
approved_0248,D00345,CHEMBL406,indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
approved_0249,D00346,CHEMBL64,isoniazid,NNC(=O)c1ccncc1
approved_0250,D00347,,isosorbide,OC1COC2C(O)COC12
approved_0251,D00349,CHEMBL1648,isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
approved_0252,D00350,CHEMBL64391,itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
approved_0253,D00351,CHEMBL157101,ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
approved_0254,D00352,,lactulose,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O
approved_0255,D00353,,lamivudine,Nc1ccn(C2CSC(CO)O2)c(=O)n1
approved_0256,D00354,CHEMBL741,lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
approved_0257,D00355,CHEMBL480,lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
approved_0258,D00356,,latanoprost,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1
approved_0259,D00357,CHEMBL191,losartan potassium,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
approved_0260,D00358,CHEMBL1200409,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C
approved_0261,D00359,,lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
approved_0262,D00360,,lindane,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
approved_0263,D00361,,liotrix,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
approved_0264,D00362,,lisinopril hydrate,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
approved_0265,D00363,CHEMBL514,lomustine,O=NN(CCCl)C(=O)NC1CCCCC1
approved_0266,D00364,CHEMBL998,loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
approved_0267,D00365,CHEMBL580,lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
approved_0268,D00366,,lypressin,NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
approved_0269,D00367,CHEMBL781,mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
approved_0270,D00368,CHEMBL685,mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
approved_0271,D00369,,melphalan,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
approved_0272,D00370,CHEMBL967,temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
approved_0273,D00372,CHEMBL625,tiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1
approved_0274,D00373,CHEMBL1200916,thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
approved_0275,D00374,,tiotixene,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
approved_0276,D00375,CHEMBL861,mephenytoin,CCC1(c2ccccc2)NC(=O)N(C)C1=O
approved_0277,D00376,CHEMBL979,meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
approved_0278,D00377,CHEMBL704,mesalazine,Nc1ccc(O)c(C(=O)O)c1
approved_0279,D00378,,timolol,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
approved_0280,D00379,CHEMBL817,tolazamide,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
approved_0281,D00380,CHEMBL1200874,tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
approved_0282,D00381,CHEMBL83668,tolnaftate,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
approved_0283,D00382,CHEMBL1148,torasemide,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
approved_0284,D00383,,trandolapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21
approved_0285,D00384,,triacetin,CC(=O)OCC(COC(C)=O)OC(C)=O
approved_0286,D00385,,triamcinolone,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F
approved_0287,D00386,CHEMBL585,triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
approved_0288,D00387,CHEMBL646,triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
approved_0289,D00388,CHEMBL1201317,triclofos sodium,O=P(O)(O)OCC(Cl)(Cl)Cl
approved_0290,D00389,,metandienone,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
approved_0291,D00390,CHEMBL1201102,triflupromazine,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
approved_0292,D00391,,trifluridine,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
approved_0293,D00392,CHEMBL695,trimethadione,CN1C(=O)OC(C)(C)C1=O
approved_0294,D00393,CHEMBL3833312,methenamine,C1N2CN3CN1CN(C2)C3
approved_0295,D00395,CHEMBL408,troglitazone,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
approved_0296,D00396,CHEMBL1200391,trometamol,NC(CO)(CO)CO
approved_0297,D00397,CHEMBL1200604,tropicamide,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
approved_0298,D00398,,valaciclovir hydrochloride,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
approved_0299,D00400,,valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
approved_0300,D00401,CHEMBL1515,thiamazole,Cn1cc[nH]c1=S
approved_0301,D00402,CHEMBL1201117,methocarbamol,COc1ccccc1OCC(O)COC(N)=O
approved_0302,D00403,,levomepromazine,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
approved_0303,D00404,CHEMBL697,mesuximide,CN1C(=O)CC(C)(c2ccccc2)C1=O
approved_0304,D00405,,methyldopa hydrate,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O
approved_0305,D00407,,methylprednisolone,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12
approved_0306,D00408,,methyltestosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
approved_0307,D00409,CHEMBL137,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO
approved_0308,D00410,CHEMBL934,metyrapone,CC(C)(C(=O)c1cccnc1)c1cccnc1
approved_0309,D00411,CHEMBL603,zafirlukast,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
approved_0310,D00412,,zalcitabine,Nc1ccn(C2CCC(CO)O2)c(=O)n1
approved_0311,D00413,,zidovudine,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
approved_0312,D00414,CHEMBL93,zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O
approved_0313,D00415,,zolmitriptan,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12
approved_0314,D00416,CHEMBL1559,miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
approved_0315,D00417,CHEMBL189,milrinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
approved_0316,D00418,,minoxidil,N=c1nc(N2CCCCC2)cc(N)n1O
approved_0317,D00419,,misoprostol,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC
approved_0318,D00420,CHEMBL1670,mitotane,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
approved_0319,D00421,,ramipril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21
approved_0320,D00422,CHEMBL2110372,ranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
approved_0321,D00423,,ribavirin,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
approved_0322,D00424,,rifabutin,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
approved_0323,D00425,CHEMBL1070,nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1
approved_0324,D00426,CHEMBL85,risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
approved_0325,D00427,,ritonavir,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
approved_0326,D00428,CHEMBL154111,salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
approved_0327,D00429,,saquinavir,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
approved_0328,D00430,CHEMBL447,secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
approved_0329,D00431,CHEMBL878,metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
approved_0330,D00432,,nadolol,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
approved_0331,D00433,CHEMBL439,sulfadiazine silver,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
approved_0332,D00434,,simvastatin,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
approved_0333,D00435,CHEMBL57,nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
approved_0334,D00436,CHEMBL1448,niclosamide,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
approved_0335,D00437,CHEMBL193,nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
approved_0336,D00438,CHEMBL1428,nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
approved_0337,D00439,,nitrofurantoin,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
approved_0338,D00440,CHEMBL3183075,nizatidine,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
approved_0339,D00443,,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
approved_0340,D00444,,stanozolol,CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O
approved_0341,D00445,,stavudine,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
approved_0342,D00447,CHEMBL443,sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
approved_0343,D00448,,sulfasalazine,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
approved_0344,D00449,CHEMBL832,sulfinpyrazone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
approved_0345,D00450,CHEMBL1200321,sulfafurazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
approved_0346,D00451,CHEMBL128,sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
approved_0347,D00452,CHEMBL956,suprofen,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
approved_0348,D00453,CHEMBL4,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
approved_0349,D00454,CHEMBL715,olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
approved_0350,D00455,,omeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1
approved_0351,D00456,CHEMBL46,ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
approved_0352,D00457,CHEMBL1200472,quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
approved_0353,D00458,CHEMBL716,quetiapine fumarate,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
approved_0354,D00459,,quinapril hydrochloride,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O
approved_0355,D00460,CHEMBL847,oxamniquine,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
approved_0356,D00461,CHEMBL1532,quinethazone,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
approved_0357,D00462,,oxandrolone,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
approved_0358,D00463,CHEMBL1071,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
approved_0359,D00464,CHEMBL568,oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
approved_0360,D00465,CHEMBL1133,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
approved_0361,D00466,,piperacillin sodium,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O
approved_0362,D00467,CHEMBL1585,pipobroman,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
approved_0363,D00468,,plicamycin,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
approved_0364,D00469,CHEMBL1420,pralidoxime,C[n+]1ccccc1C=NO
approved_0365,D00470,CHEMBL969,prazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
approved_0366,D00471,CHEMBL976,praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
approved_0367,D00472,,prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
approved_0368,D00473,,prednisone,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
approved_0369,D00474,CHEMBL856,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O
approved_0370,D00475,CHEMBL897,probenecid,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
approved_0371,D00476,CHEMBL608,probucol,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
approved_0372,D00477,CHEMBL640,procainamide hydrochloride,CCN(CC)CCNC(=O)c1ccc(N)cc1
approved_0373,D00478,CHEMBL1321,procarbazine hydrochloride,CNNCc1ccc(C(=O)NC(C)C)cc1
approved_0374,D00479,CHEMBL1314751,prochlorperazine maleate,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
approved_0375,D00480,CHEMBL3833361,promethazine hydrochloride,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
approved_0376,D00481,CHEMBL1180725,propantheline bromide,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
approved_0377,D00482,,propoxyphene hydrochloride,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
approved_0378,D00483,CHEMBL1671,propranolol hydrochloride,CC(C)NCC(O)COc1cccc2ccccc12
approved_0379,D00484,CHEMBL1200332,protriptyline hydrochloride,CNCCCC1c2ccccc2C=Cc2ccccc21
approved_0380,D00486,CHEMBL3989825,pyrantel pamoate,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
approved_0381,D00487,CHEMBL1115,pyridostigmine bromide,CN(C)C(=O)Oc1ccc[n+](C)c1
approved_0382,D00488,CHEMBL36,pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
approved_0383,D00489,,pyrvinium pamoate,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
approved_0384,D00490,,oxymetholone,CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
approved_0385,D00491,,paclitaxel,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
approved_0386,D00492,,pancuronium bromide,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
approved_0387,D00495,CHEMBL1100,paramethadione,CCC1(C)OC(=O)N(C)C1=O
approved_0388,D00496,,penicillamine,CC(C)(S)C(N)C(=O)O
approved_0389,D00497,,phenoxymethylpenicillin potassium,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
approved_0390,D00498,CHEMBL3989510,pentazocine,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
approved_0391,D00499,CHEMBL971,pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
approved_0392,D00500,,pentobarbital sodium,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O
approved_0393,D00501,CHEMBL628,pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
approved_0394,D00502,,pergolide mesilate,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21
approved_0395,D00503,CHEMBL567,perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
approved_0396,D00504,CHEMBL918,phenacemide,NC(=O)NC(=O)Cc1ccccc1
approved_0397,D00505,CHEMBL1200895,phenelzine sulfate,NNCCc1ccccc1
approved_0398,D00506,CHEMBL40,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
approved_0399,D00507,CHEMBL753,phenoxybenzamine hydrochloride,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
approved_0400,D00508,CHEMBL797,phensuximide,CN1C(=O)CC(c2ccccc2)C1=O
approved_0401,D00509,CHEMBL597,phentolamine mesilate,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
approved_0402,D00510,CHEMBL101,phenylbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
approved_0403,D00511,,phenylephrine hydrochloride,CNCC(O)c1cccc(O)c1
approved_0404,D00512,,phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
approved_0405,D00513,CHEMBL500,pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12
approved_0406,D00514,,dexmedetomidine,Cc1cccc(C(C)c2cnc[nH]2)c1C
approved_0407,D00515,CHEMBL730,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
approved_0408,D00516,,isosorbide dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
approved_0409,D00517,CHEMBL3833339,amyl nitrite,CC(C)CCON=O
approved_0410,D00518,CHEMBL17,diclofenamide,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
approved_0411,D00519,,chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
approved_0412,D00521,CHEMBL17157,terfenadine,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
approved_0413,D00523,CHEMBL1513,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
approved_0414,D00524,CHEMBL965,carbachol,C[N+](C)(C)CCOC(N)=O
approved_0415,D00525,,pilocarpine,CCC1C(=O)OCC1Cc1cncn1C
approved_0416,D00526,CHEMBL74,sodium cromoglicate,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
approved_0417,D00527,CHEMBL746,nedocromil sodium,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
approved_0418,D00528,CHEMBL1200569,anhydrous caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O
approved_0419,D00529,,montelukast sodium,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1
approved_0420,D00530,CHEMBL1521,zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
approved_0421,D00531,CHEMBL13209,nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
approved_0422,D00532,CHEMBL1102,glutethimide,CCC1(c2ccccc2)CCC(=O)NC1=O
approved_0423,D00533,CHEMBL1068,oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
approved_0424,D00534,CHEMBL1200468,malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
approved_0425,D00535,CHEMBL89598,vigabatrin,C=CC(N)CCC(=O)O
approved_0426,D00536,CHEMBL1094,felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1
approved_0427,D00537,,topiramate,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
approved_0428,D00538,,zonisamide,NS(=O)(=O)Cc1noc2ccccc12
approved_0429,D00539,CHEMBL696,ethosuximide,CCC1(C)CC(=O)NC1=O
approved_0430,D00540,CHEMBL3707243,glycopyrronium bromide,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
approved_0431,D00542,CHEMBL931,halothane,FC(F)(F)C(Cl)Br
approved_0432,D00543,CHEMBL1257,enflurane,FC(F)OC(F)(F)C(F)Cl
approved_0433,D00544,CHEMBL1341,methoxyflurane,COC(F)(F)C(Cl)Cl
approved_0434,D00545,CHEMBL1256,isoflurane,FC(F)OC(Cl)C(F)(F)F
approved_0435,D00546,CHEMBL1200733,desflurane,FC(F)OC(F)C(F)(F)F
approved_0436,D00547,CHEMBL1200694,sevoflurane,FCOC(C(F)(F)F)C(F)(F)F
approved_0437,D00548,,etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1
